,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
410,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
411,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
412,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
413,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
414,T3,Independent,C1000,Preservation,Trust,25000-99999,N,25846,1
415,T9,Independent,C1000,ProductDev,Co-operative,1M-5M,N,10935786,1
416,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
417,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
418,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
419,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
420,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
421,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
422,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
423,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
424,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
425,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
426,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
427,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
428,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
429,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
430,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
431,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
432,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
433,T3,Independent,C1000,Preservation,Co-operative,0,N,5000,1
434,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
435,T3,Independent,C1000,Preservation,Trust,1M-5M,N,1562336,1
436,T3,Independent,C2000,Preservation,Trust,100000-499999,N,281725,0
437,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
438,T3,Independent,C1000,Preservation,Association,100000-499999,N,122937,1
439,T3,Independent,C2700,Preservation,Trust,25000-99999,N,12753,0
440,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
441,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
442,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
443,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
444,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
445,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
446,T3,Independent,C1000,Preservation,Trust,10000-24999,N,410463,1
447,T3,Independent,C1000,Preservation,Trust,25000-99999,N,38286,0
448,T3,Independent,C3000,Preservation,Trust,25000-99999,N,22527,0
449,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
450,T3,Independent,C1200,Preservation,Trust,25000-99999,N,47129,1
451,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
452,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
453,T3,Independent,C1000,Preservation,Trust,100000-499999,N,966422,1
454,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
455,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
456,T3,Independent,C2000,Preservation,Trust,1M-5M,N,718228,1
457,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
458,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
459,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
460,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
461,T3,Independent,C2000,Preservation,Trust,1M-5M,N,2461713,0
462,T3,Independent,C2000,Preservation,Trust,1M-5M,N,876484,0
463,T3,Independent,C1000,Preservation,Trust,1-9999,N,14698,1
464,T3,Independent,C4000,Preservation,Trust,100000-499999,N,110885,1
465,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
466,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
467,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
468,T3,Independent,C1400,Preservation,Trust,25000-99999,N,11659,1
469,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
470,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
471,T3,CompanySponsored,C1000,Preservation,Co-operative,0,N,5000,0
472,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
473,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
474,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
475,T3,Independent,C1000,Preservation,Trust,25000-99999,N,64075,0
476,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,78769,0
477,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
478,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
479,T3,Independent,C2000,Preservation,Trust,1M-5M,N,2908673,1
480,T6,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,1
481,T3,Independent,C2000,Preservation,Trust,100000-499999,N,216643,0
482,T3,Independent,C2000,Preservation,Trust,1-9999,N,16221,1
483,T7,Independent,C1000,ProductDev,Trust,0,N,5000,0
484,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
485,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
486,T3,Independent,C1000,Preservation,Trust,100000-499999,N,140950,1
487,T3,CompanySponsored,C1200,Preservation,Trust,1M-5M,N,3676333,0
488,T3,Independent,C2000,Preservation,Trust,25000-99999,N,5000,1
489,T3,Independent,C1000,Preservation,Trust,10000-24999,N,30079,1
490,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
491,T3,Independent,C1000,Preservation,Association,25000-99999,N,5000,0
492,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
493,T4,Independent,C2000,ProductDev,Association,0,N,5000,0
494,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
495,T3,Independent,C2100,Preservation,Trust,25000-99999,N,9390,1
496,T3,Independent,C1000,Preservation,Trust,100000-499999,N,98931,1
497,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
498,T3,Independent,C1000,Preservation,Association,25000-99999,N,12509,0
499,T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,N,20770,0
500,T19,Independent,C1000,ProductDev,Association,0,N,5000,1
501,T4,Independent,C1000,ProductDev,Association,25000-99999,N,118386,1
502,T3,Independent,C1200,Preservation,Trust,25000-99999,N,120281,1
503,T3,Independent,C1000,Preservation,Association,0,N,5000,0
504,T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,N,6209,0
505,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,71609,0
506,T3,CompanySponsored,C1000,CommunityServ,Trust,100000-499999,N,155956,0
507,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
508,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
509,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,176563,0
510,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
511,T3,Independent,C1000,Preservation,Trust,100000-499999,N,977905,1
512,T3,CompanySponsored,C1200,CommunityServ,Trust,0,N,5000,0
513,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
514,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
515,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
516,T3,Independent,C1200,Preservation,Trust,10000-24999,N,64035,0
517,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
518,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
519,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
520,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
521,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
522,T4,CompanySponsored,C3000,ProductDev,Association,25000-99999,N,34914,0
523,T19,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,0
524,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
525,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
526,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
527,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
528,T6,CompanySponsored,C2000,ProductDev,Trust,0,N,5000,0
529,T19,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,0
530,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
531,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
532,T3,CompanySponsored,C2800,Preservation,Association,1M-5M,N,1019926,1
533,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
534,T5,Independent,C3000,ProductDev,Co-operative,25000-99999,N,1202409,0
535,T3,Independent,C1000,Preservation,Trust,25000-99999,N,540615,1
536,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
537,T3,Independent,C1000,Preservation,Trust,1M-5M,N,2205817,1
538,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
539,T3,Independent,C2000,Preservation,Trust,100000-499999,N,13201,0
540,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
541,T3,Independent,C2000,Preservation,Trust,10000-24999,N,70786,1
542,T3,Independent,C1000,Preservation,Trust,25000-99999,N,43808,0
543,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,1
544,T3,Independent,C1000,Preservation,Trust,25000-99999,N,240757,1
545,T3,Independent,C2000,Preservation,Trust,25000-99999,N,5000,0
546,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
547,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
548,T19,Independent,C1000,Preservation,Association,0,N,5000,0
549,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
550,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
551,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
552,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
553,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
554,T3,Independent,C2100,Preservation,Association,1-9999,N,6354,1
555,T3,Independent,C2000,Preservation,Trust,100000-499999,N,27001,0
556,T4,Independent,C3000,ProductDev,Trust,25000-99999,N,49983,0
557,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
558,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
559,T3,CompanySponsored,C1200,CommunityServ,Trust,0,N,5000,0
560,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
561,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
562,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
563,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
564,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
565,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
566,T3,CompanySponsored,C2000,Preservation,Trust,25000-99999,N,5000,1
567,T3,Independent,C1270,Preservation,Trust,25000-99999,N,9246,1
568,T3,Independent,C1200,Preservation,Association,25000-99999,N,90657,1
569,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
570,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
571,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
572,T3,Independent,C1000,Preservation,Trust,1-9999,N,36355,1
573,T3,Independent,C1000,Preservation,Trust,100000-499999,N,22840,1
574,T6,CompanySponsored,C2000,ProductDev,Association,0,N,5000,1
575,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
576,T3,Independent,C1000,Preservation,Trust,100000-499999,N,9516,1
577,T3,Independent,C2000,Preservation,Trust,100000-499999,N,215957,1
578,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
579,T3,Independent,C1000,Preservation,Co-operative,25000-99999,N,805021,1
580,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
581,T3,Independent,C1000,Preservation,Trust,1M-5M,N,2238748,1
582,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
583,T3,Independent,C7000,Preservation,Trust,1-9999,N,5000,1
584,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
585,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
586,T6,Independent,C2000,ProductDev,Trust,100000-499999,N,8517,0
587,T8,Independent,C1000,ProductDev,Trust,0,N,5000,0
588,T3,Independent,C1000,Preservation,Trust,100000-499999,N,13541,1
589,T3,CompanySponsored,C1000,Preservation,Association,1-9999,N,410489,1
590,T3,Independent,C2000,Preservation,Trust,100000-499999,N,340393,1
591,T10,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
592,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
593,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
594,T3,Independent,C1000,Preservation,Trust,25000-99999,N,195884,1
595,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
596,T3,Independent,C1200,Preservation,Trust,25000-99999,N,84674,1
597,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
598,T3,Independent,C4000,Preservation,Trust,25000-99999,N,3032675,1
599,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
600,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
601,T3,Independent,C1000,Preservation,Trust,25000-99999,N,51846,1
602,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
603,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
604,T3,Independent,C1000,Preservation,Trust,1-9999,N,990952,0
605,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
606,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
607,T4,Independent,C1000,ProductDev,Trust,100000-499999,N,52853,1
608,T7,Independent,C1000,ProductDev,Association,0,N,5000,1
609,T3,CompanySponsored,C2300,Preservation,Association,0,N,5000,0
610,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
611,T3,Independent,C2000,Preservation,Association,0,N,5000,0
612,T3,Independent,C7000,Preservation,Trust,25000-99999,N,21590,1
613,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
614,T3,Independent,C2000,Preservation,Trust,25000-99999,N,54922,0
615,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
616,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
617,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
618,T3,Independent,C1000,Preservation,Trust,25000-99999,N,24773,0
619,T6,Independent,C3000,ProductDev,Association,0,N,5000,1
620,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
621,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
622,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
623,T4,Independent,C3000,CommunityServ,Trust,1M-5M,N,199269,1
624,T3,Independent,C1200,Preservation,Trust,25000-99999,N,59647,0
625,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
626,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,199400,0
627,T19,Independent,C1000,Preservation,Trust,0,N,5000,1
628,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
629,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
630,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
631,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
632,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,5003439,0
633,T19,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,0
634,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
635,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
636,T19,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,0
637,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
638,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
639,T3,Independent,C1000,Preservation,Trust,100000-499999,N,73046,1
640,T4,Independent,C1000,ProductDev,Trust,100000-499999,N,114797,1
641,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
642,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
643,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
644,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
645,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
646,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
647,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
648,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
649,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,1
650,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
651,T3,CompanySponsored,C1200,ProductDev,Trust,0,N,5000,1
652,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,1
653,T3,Independent,C1000,Preservation,Association,0,N,5000,1
654,T3,Independent,C1000,Preservation,Trust,25000-99999,N,8123,1
655,T5,CompanySponsored,C3000,ProductDev,Association,0,N,5000,1
656,T3,Independent,C1200,Preservation,Trust,1-9999,N,5000,1
657,T3,Independent,C2100,Preservation,Trust,1M-5M,N,872138,0
658,T3,Independent,C2100,Preservation,Trust,25000-99999,N,5000,1
659,T3,Independent,C1000,Preservation,Association,0,N,5000,1
660,T3,Independent,C1000,Preservation,Co-operative,0,N,5000,1
661,T6,Independent,C2000,ProductDev,Association,0,N,5000,1
662,T3,Independent,C1200,Preservation,Trust,100000-499999,N,101742,0
663,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
664,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
665,T6,Independent,C2000,ProductDev,Association,0,N,5000,1
666,T3,Independent,C1200,Preservation,Trust,25000-99999,N,16626,0
667,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,9206,0
668,T3,Independent,C2100,Preservation,Trust,1-9999,N,13499,1
669,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
670,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
671,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
672,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
673,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
674,T9,Independent,C1000,ProductDev,Co-operative,1M-5M,N,27863219,0
675,T3,Independent,C1000,Preservation,Co-operative,0,N,5000,1
676,T9,Independent,C1000,ProductDev,Co-operative,10M-50M,N,247168896,1
677,T12,Independent,C1000,ProductDev,Trust,50M+,N,406966250,1
678,T3,Independent,C2000,Preservation,Trust,25000-99999,N,296261,0
679,T6,Independent,C2000,ProductDev,Trust,1M-5M,N,5110425,1
680,T3,Independent,C1000,Preservation,Trust,100000-499999,N,10466,0
681,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
682,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
683,T5,Independent,C3000,ProductDev,Trust,0,N,5000,1
684,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
685,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
686,T3,Independent,C1000,Preservation,Trust,25000-99999,N,114990,1
687,T4,Independent,C1000,ProductDev,Trust,100000-499999,N,18006,0
688,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
689,T3,Independent,C1000,Preservation,Trust,1M-5M,N,267048,1
690,T3,Independent,C1270,Preservation,Trust,0,N,5000,0
691,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
692,T3,Independent,C1000,Preservation,Trust,100000-499999,N,29219,0
693,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
694,T3,Independent,C3000,Preservation,Trust,100000-499999,N,306719,1
695,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
696,T3,Independent,C1000,Preservation,Trust,100000-499999,N,148943,0
697,T3,Independent,C1000,Preservation,Trust,100000-499999,N,64047,0
698,T3,Independent,C4000,Preservation,Trust,100000-499999,N,355396,1
699,T3,CompanySponsored,C1000,ProductDev,Association,25000-99999,N,32792,1
700,T5,CompanySponsored,C3000,ProductDev,Association,0,N,5000,1
701,T3,Independent,C1270,Preservation,Trust,0,N,5000,1
702,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
703,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
704,T3,Independent,C1000,Preservation,Trust,25000-99999,N,334025,0
705,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
706,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,N,171405,0
707,T6,CompanySponsored,C2000,ProductDev,Trust,0,N,5000,1
708,T3,Independent,C2100,Preservation,Trust,0,N,5000,0
709,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,1
710,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
711,T3,Independent,C1000,Preservation,Trust,100000-499999,N,9575,0
712,T6,Independent,C1000,ProductDev,Trust,100000-499999,N,158003,1
713,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
714,T19,Independent,C1000,Preservation,Trust,0,N,5000,0
715,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
716,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
717,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,0
718,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
719,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
720,T3,CompanySponsored,C1200,CommunityServ,Trust,0,N,5000,0
721,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
722,T3,Independent,C2000,Preservation,Trust,100000-499999,N,424802,1
723,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,27255,1
724,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
725,T4,CompanySponsored,C3000,Preservation,Association,0,N,5000,1
726,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
727,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
728,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
729,T3,Independent,C1000,Preservation,Trust,100000-499999,N,4547683,1
730,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
731,T3,CompanySponsored,C1000,Preservation,Trust,25000-99999,N,8931,0
732,T3,CompanySponsored,C2000,Preservation,Trust,100000-499999,N,37597,0
